title	name	floor	money	size	location	url
(幸福我家)名佳花园三区二室二厅二卫	名佳花园三区	中层(共5层)	400	108㎡	北七家-立汤路和北清路交汇处东行300米	http://esf.fang.com/chushou/3_391890543.htm
回龙观云趣园小区 南北通透两居室 看房方便	云趣园三区	低层(共6层)	400	94㎡	回龙观-回龙观公交总站南100米(龙禧三街与育知东路交叉口附近)	http://esf.fang.com/chushou/3_392316633.htm
回龙观北京人家 两居室 送40平米大露台	北京人家	高层(共6层)	415	80㎡	"龙泽-地铁13号线龙泽站西北方向1.2公里,回龙观北桥西侧(海淀区京昌高速路回龙观出口北郊农场桥)"	http://esf.fang.com/chushou/3_392392564.htm
纳帕溪谷物业租售观景位置 大花园600平米	纳帕溪谷	低层(共1层)	1500	508㎡	小汤山-温榆河小汤山镇常兴庄村	http://esf.fang.com/chushou/10_389889314.htm
两居室 中间楼层 看房有钥匙 中等装修	西湖新村	中层(共7层)	318	89㎡	北七家-立汤路与定泗路交汇处东北角	http://esf.fang.com/chushou/3_392252402.htm
"远洋敞亮中户:送电梯+新风+地下室+2车位+花园,满两年省税"	远洋傲北	低层(共4层)	1250	333㎡	北七家-北七家立汤路39号(麦卡伦地北)	http://esf.fang.com/chushou/10_391665847.htm
电梯洋房:地上一层+全明地下一层+25平下沉花园+游泳健身	远洋傲北	低层(共1层)	590	175㎡	北七家-北七家立汤路39号(麦卡伦地北)	http://esf.fang.com/chushou/10_391795514.htm
800至900万总价!远洋傲北东侧!一手新盘不收服费!	远洋傲北	低层(共2层)	825	220㎡	北七家-北七家立汤路39号(麦卡伦地北)	http://esf.fang.com/chushou/10_391796127.htm
(幸福我家)名佳花园三区二室二厅二卫	名佳花园三区	中层(共5层)	400	108㎡	北七家-立汤路和北清路交汇处东行300米	http://esf.fang.com/chushou/3_391890543.htm
(幸福我家)望都新地二室一厅一卫	望都新地	中层(共6层)	385	89㎡	北七家-北京市昌平区立汤路60号院(立汤路与定泗路交汇处东南角)	http://esf.fang.com/chushou/3_391895687.htm
"(幸福我家)都是真帖子,假了免中介费。都是近期着急卖的。"	望都新地	中层(共6层)	385	90㎡	北七家-北京市昌平区立汤路60号院(立汤路与定泗路交汇处东南角)	http://esf.fang.com/chushou/3_391957127.htm
"(幸福我家)假了免中介费。都是近期着急卖的,并知晓业主的底价"	名佳花园三区	中层(共6层)	325	73㎡	北七家-立汤路和北清路交汇处东行300米	http://esf.fang.com/chushou/3_392090488.htm
万润家园三室一厅一卫	万润家园	低层(共10层)	850	200㎡	龙泽-回龙观桥800米东(回龙观医院西侧)	http://esf.fang.com/chushou/3_392402543.htm
金科电梯洋房 四居室 171平380万 急售	金科王府洋房	低层(共9层)	680	171㎡	"小汤山-昌平顺沙路南侧,沙沟桥南侧"	http://esf.fang.com/chushou/3_391644467.htm
"北街家园八区 正规南向两居室,65平米赠8平米,精装修"	北街家园八区	中层(共18层)	300	65㎡	沙河-沙河镇北街家园八区	http://esf.fang.com/chushou/3_383752167.htm
珠江壹千栋 二期 超 394平 1650万 随时看房!	珠江紫宸山	低层(共1层)	1580	394㎡	"北七家-北七家,立汤路定泗路口向西两公里"	http://esf.fang.com/chushou/10_389641642.htm
"北清路上独墅,法式叠拼,城建力作,集中供暖,电梯+花园+露台"	威尼斯花园	低层(共1层)	900	290㎡	北七家-北七家立汤路平西府路口北300米	http://esf.fang.com/chushou/10_389889041.htm
"俯瞰独栋群,,本房照片,诚信经纪人,没有虚假房源"	保利垄上	低层(共1层)	880	300㎡	小汤山-小汤山镇南侧立汤路9号	http://esf.fang.com/chushou/10_389889140.htm
天通苑紧挨不堵车的交通枢纽 经典南北通透复试送南北通透露台	天通苑东三区	高层(共7层)	498	210㎡	天通苑-朝阳区汤立路立水桥北	http://esf.fang.com/chushou/3_389934598.htm
富泉花园+下叠拼别墅+100平米花园+大客厅+小区中间位置	富泉花园别墅	低层(共2层)	900	205㎡	昌平县城-科技园区白浮泉路21号	http://esf.fang.com/chushou/10_391624443.htm
新社区阳光两居室 户型正 采光好 业主诚售看房方便	TBD云集中心	低层(共18层)	400	84㎡	北七家-北七家七北路与黄平路路口	http://esf.fang.com/chushou/3_392230429.htm
金隅上城郡+现房+联排+叠拼 三面采光 露台阁楼	远洋傲北	低层(共1层)	800	215㎡	北七家-北七家立汤路39号(麦卡伦地北)	http://esf.fang.com/chushou/10_391152165.htm
"好房来袭:金色新出大平层五居室,前后观景,装修花了60万,满二"	金融街金色漫香苑	中层(共8层)	750	189㎡	北七家-昌平区北七家镇天权路2号院(天权路与东北路交汇处东南角)	http://esf.fang.com/chushou/3_391961123.htm
"漫香苑新上大五居,硬件装修50万,小区性价比,欢迎随时看房"	金色漫香苑	中层(共8层)	780	189㎡	北七家-昌平区北七家镇天权路2号院(天权路与东北路交汇处东南角)	http://esf.fang.com/chushou/3_391961503.htm
龙跃苑东四南北通透户型好近看房随时业主只跟我联系	龙跃苑东四区	中层(共6层)	410	97㎡	回龙观-科星西路43(回龙观城铁站北侧)	http://esf.fang.com/chushou/3_390615012.htm
国风美唐二期南北通透三居 有钥匙随时看房 中间楼层位置	首开国风美唐二期	中层(共20层)	634	98㎡	回龙观-城铁13号线与8号线交汇处霍营站的北侧	http://esf.fang.com/chushou/3_392064192.htm
"远洋傲北联排 334平1228万,北入户南花园100平,满两年,带车位"	远洋傲北	低层(共3层)	1250	334㎡	北七家-北七家立汤路39号(麦卡伦地北)	http://esf.fang.com/chushou/10_388671866.htm
温哥华 精装大四居 厅双卧朝南 花园300平 全新选择	温哥华森林	低层(共1层)	1450	430㎡	"北七家-北五环外紧邻立汤路,北七家建材城向北第一个路口200米路东"	http://esf.fang.com/chushou/10_391524624.htm
育新 龙旗广场住宅 南北通透两居 全明格局 满五年急售	泰华龙旗广场	低层(共30层)	363	75㎡	回龙观-回龙观镇黄平路19号院	http://esf.fang.com/chushou/3_389202128.htm
长河玉墅 独栋别墅 4室出售 户型方正 西进门南北花园	长河玉墅	低层(共2层)	1850	385㎡	小汤山-立汤路与温榆河交汇口的西南侧	http://esf.fang.com/chushou/10_390574239.htm
可贷款的西城区一手回迁房转让西二旗融泽嘉园三居室	融泽嘉园	中层(共27层)	460	108㎡	龙泽-西二旗北侧龙域中路金域华府北面	http://esf.fang.com/chushou/3_379811675.htm
(33)法式宫廷金科天玺 类独栋 私家泳池	金科王府	低层(共1层)	2200	355㎡	小汤山-小汤山九华山庄东300米路南	http://esf.fang.com/chushou/10_390351421.htm
(26)湾流汇物业租/售中/心 独栋别墅 满两年随时过来看房960万	湾流汇	低层(共1层)	1180	300㎡	小汤山-北六环与立汤路交汇处东北角	http://esf.fang.com/chushou/10_390351329.htm
"(49)(御汤山物业租售中/心) ()户型,花园700平,585平"	御汤山	低层(共1层)	1200	373㎡	"小汤山-小汤山疗养院东侧,紧邻立汤路,距离北六环61号出口约2000米"	http://esf.fang.com/chushou/10_391017557.htm
"(6)小汤山 纳帕溪谷,326.04平独栋别墅 280平花园"	纳帕溪谷	低层(共1层)	1650	326㎡	小汤山-温榆河小汤山镇常兴庄村	http://esf.fang.com/chushou/10_390372949.htm
"(23)保利垄上,房子三面邻水,风景优美,看房提前壹天约"	保利垄上	低层(共1层)	1850	640㎡	小汤山-小汤山镇南侧立汤路9号	http://esf.fang.com/chushou/10_390351490.htm
房东急用钱低于市场价50万 北街家园七区87平米南北通透两居	北街家园七区	高层(共18层)	300	87㎡	沙河-沙河镇北街家园七区	http://esf.fang.com/chushou/3_383752164.htm
"九华山庄,温泉入户,法式现房别墅,金科品牌物业"	金科天玺	低层(共1层)	1680	430㎡	小汤山-小汤山九华山庄东300米路南	http://esf.fang.com/chushou/10_375819115.htm
免佣 奥北传承之作 温泉入户 人车分流 赠私家电梯 花园 车库	金科天玺	低层(共1层)	1590	394㎡	小汤山-小汤山九华山庄东300米路南	http://esf.fang.com/chushou/10_375819438.htm
北京壹号庄园/融创新品欢迎来看实景房/120平	北京壹号庄园	低层(共1层)	1200	189㎡	"北七家-北七家镇定泗路88号,京承高速北七家出口直行约1000米"	http://esf.fang.com/chushou/10_381130400.htm
"(24)汤联排别墅,南区环境优美温泉入户看房随时"	汤HOUSE	低层(共1层)	730	232㎡	"小汤山-小汤山镇中心区南侧,大柳树环岛向西1000米"	http://esf.fang.com/chushou/10_390351435.htm
只交契税 只交契税 五区89平米小三居 婚房装修	北街家园五区	高层(共18层)	380	89㎡	沙河-沙河高教园区一期B1区	http://esf.fang.com/chushou/3_383752162.htm
首开国风美唐二期二室一厅一卫	首开国风美唐二期	高层(共21层)	525	92㎡	回龙观-城铁13号线与8号线交汇处霍营站的北侧	http://esf.fang.com/chushou/3_391584033.htm
"西二旗13号线一站地,领秀慧谷南北两居室,高楼层 满五年。"	领秀慧谷	低层(共10层)	345	82㎡	"回龙观-京藏高速(原八达岭高速)和北清路交汇处,辛庄桥的东北角"	http://esf.fang.com/chushou/3_386639338.htm
威尼斯花园 真委托 无水分房源 业主和善 诚心出售	威尼斯花园	低层(共1层)	880	400㎡	北七家-北七家立汤路平西府路口北300米	http://esf.fang.com/chushou/10_389888876.htm
"王府花园把边独栋别墅,高端大气,南入户南花园,业主诚意转让"	王府花园别墅	低层(共2层)	1000	400㎡	北七家-北七家镇王府街7号	http://esf.fang.com/chushou/10_383379038.htm
"远洋中联排户型,赠送新风跟电梯车位,性价比,看房随时"	远洋傲北	低层(共3层)	1250	333㎡	北七家-北七家立汤路39号(麦卡伦地北)	http://esf.fang.com/chushou/10_390880281.htm
"商圈领秀慧谷 南北两居室,高楼层,通透无遮挡,看房随时"	领秀慧谷	高层(共10层)	430	89㎡	"回龙观-京藏高速(原八达岭高速)和北清路交汇处,辛庄桥的东北角"	http://esf.fang.com/chushou/3_381309939.htm
珠江壹千栋二期前二后三 位置好 大花园 看房随时	珠江壹仟栋	低层(共1层)	1750	396㎡	"北七家-北七家,立汤路定泗路口向西两公里"	http://esf.fang.com/chushou/10_383891112.htm
龙腾苑 三居两卫 1层带50平花园 商五一 价格可以谈 随时看房	龙腾苑二区	低层(共5层)	630	147㎡	回龙观-龙腾街与文华西路交汇处西北角(八达岭高速回龙观出口回龙观桥东200米)	http://esf.fang.com/chushou/3_392051609.htm
"南北通透三居 毛坯小区南边无遮挡,采光好,花园洋房,别墅社区"	龙湖滟澜新宸	高层(共14层)	405	100㎡	小汤山-能源东路和能源南街交叉口西南角	http://esf.fang.com/chushou/3_387549469.htm
外国语北 领秀慧谷三居一卫 通透户型 售630万 沿线8号线	领秀慧谷	中层(共8层)	630	117㎡	"回龙观-京藏高速(原八达岭高速)和北清路交汇处,辛庄桥的东北角"	http://esf.fang.com/chushou/3_384023798.htm
金科天玺 温泉水入户 电梯 双向花园 法式独栋 仅售1500	金科王府	低层(共1层)	1500	380㎡	小汤山-小汤山九华山庄东300米路南	http://esf.fang.com/chushou/10_386621726.htm
天通苑西二区南北4居商五房主一套房 就卖半个月	天通苑西二区	高层(共32层)	515	176㎡	天通苑-地铁5号线天通苑站西侧	http://esf.fang.com/chushou/3_390292366.htm
御汤山 新出独栋 抄底价 精装修 460平 1650万 拎包即住 莫失良机	御汤山	低层(共2层)	1650	460㎡	"小汤山-小汤山疗养院东侧,紧邻立汤路,距离北六环61号出口约2000米"	http://esf.fang.com/chushou/10_391989682.htm
(幸福我家)天通苑本四区 南北两居室 精装 商品房5+1	天通苑本四区	中层(共6层)	335	72㎡	天通苑-立水桥东一路与立水桥东二路交汇处东行200米路南	http://esf.fang.com/chushou/3_389095821.htm
"(幸福我家)立水桥三居室,城铁口,满五年,近公园,随时看房"	合立方	中层(共20层)	420	85㎡	立水桥-中滩村大街6号院	http://esf.fang.com/chushou/3_389295674.htm
云趣园三区 商品房 二层 看房方便	云趣园三区	低层(共6层)	400	94㎡	回龙观-回龙观公交总站南100米(龙禧三街与育知东路交叉口附近)	http://esf.fang.com/chushou/3_390168876.htm
私家泳池电梯 300花园露台 金科天玺 随时看房 环境优美	金科天玺	低层(共3层)	2980	594㎡	小汤山-小汤山九华山庄东300米路南	http://esf.fang.com/chushou/10_387588918.htm
龙城花园龙邸 新上带电梯大平层 随时看房 靠谱出售	龙城花园五期	低层(共6层)	1380	222㎡	"回龙观-回龙观龙城花园,八达岭高速公路回龙观出口路西"	http://esf.fang.com/chushou/10_389737803.htm
龙腾苑六区 小区中间位置 三层 满五年住房 有钥匙看房方便	龙腾苑六区	中层(共6层)	505	118㎡	回龙观-北京市昌平区回龙观13号城铁回龙观站西北角500米处;回龙观育知东路37号	http://esf.fang.com/chushou/3_391478011.htm
(幸福我家)东向一居室精装 开阔视野 正城铁 可议价	北方明珠大厦	高层(共21层)	265	55㎡	立水桥-东小口镇立汤路188号院	http://esf.fang.com/chushou/3_388640535.htm
"金隅上城郡 现房联排1000万起叠拼900万起 送车库,电梯"	远洋傲北	低层(共1层)	918	240㎡	北七家-北七家立汤路39号(麦卡伦地北)	http://esf.fang.com/chushou/10_389336839.htm
"如果要观望,我建议你看完这个房子后再观望,一定不会让您失望!"	领秀慧谷	高层(共11层)	490	93㎡	"回龙观-京藏高速(原八达岭高速)和北清路交汇处,辛庄桥的东北角"	http://esf.fang.com/chushou/3_392335341.htm
龙兴园南区二室二厅一卫	龙兴园南区	中层(共6层)	510	100㎡	回龙观-西三旗桥西300米	http://esf.fang.com/chushou/3_390819583.htm
"(安家)霍营华龙苑中里,满五,霍营站,精装南北两居,急售"	华龙苑中里	低层(共6层)	300	65㎡	霍营-霍营农业部干部学院对面	http://esf.fang.com/chushou/3_381321470.htm
经典南北两居室.客厅带阳台.主卧飘窗.厨房方正格局好!带电梯。	北京太阳城	中层(共6层)	380	108㎡	北七家-小汤山东三旗马坊桥东	http://esf.fang.com/chushou/3_390333200.htm
丽水园二室一厅一卫	丽水园	低层(共11层)	649	104㎡	天通苑-立水桥北路与太平庄中街交汇处东南侧	http://esf.fang.com/chushou/3_390024480.htm
龙跃苑东五区二室二厅一卫	龙跃苑东五区	中层(共6层)	460	97㎡	回龙观-龙跃街与科星西路交汇处西行120米路南	http://esf.fang.com/chushou/3_391483812.htm
泰华龙旗广场 两居室 业主急售 价钱能谈 靠谱出售 电梯房 站	泰华龙旗广场	高层(共28层)	384	80㎡	回龙观-回龙观镇黄平路19号院	http://esf.fang.com/chushou/3_391403819.htm
"新发,好房源龙锦苑东四区二室二厅一卫"	龙锦苑东四区	中层(共6层)	430	102㎡	霍营-霍营东路与龙锦三街交叉点西南角	http://esf.fang.com/chushou/3_392207566.htm
天通苑北一区二室一厅一卫	天通苑北一区	中层(共28层)	379	87㎡	天通苑-太平庄中二街与立水桥东一路交汇处西北角	http://esf.fang.com/chushou/3_390356620.htm
天通苑北一区二室0厅0卫	天通苑北一区	低层(共19层)	380	84㎡	天通苑-太平庄中二街与立水桥东一路交汇处西北角	http://esf.fang.com/chushou/3_390356643.htm
值得一看 北街一区 南北通透大两居室 简装 置换 随时看房	北街家园一区	高层(共18层)	351	89㎡	沙河-北街家园一区	http://esf.fang.com/chushou/3_391409890.htm
值得一看善缘嘉园南区 一层带小院 两居室	善缘家园	低层(共6层)	330	96㎡	百善镇-百善镇百葛路1号院	http://esf.fang.com/chushou/3_391412823.htm
值得一看南北通透 板楼三居室 满五年 一梯两户 中间层	北街家园六区	中层(共6层)	380	76㎡	沙河-沙河镇高教园区三期A区	http://esf.fang.com/chushou/3_391490851.htm
值得一看北街家园一区 南北通透朝向 3室 不临街	北街家园一区	中层(共10层)	305	78㎡	沙河-北街家园一区	http://esf.fang.com/chushou/3_392201641.htm
"融创一手精装纯独栋,400平花园,温泉入户,前二后三,临拉斐特城堡"	北京壹号庄园	低层(共2层)	4800	700㎡	"北七家-北七家镇定泗路88号,京承高速北七家出口直行约1000米"	http://esf.fang.com/chushou/10_386674068.htm
珠江壹仟栋 804平 低于一手房700万 尊贵享受 挑空8.2米	珠江壹仟栋	低层(共3层)	2500	804㎡	"北七家-北七家,立汤路定泗路口向西两公里"	http://esf.fang.com/chushou/10_391726883.htm
望都新地1户型 89平米三层350万 看房有钥匙	望都新地	中层(共6层)	350	90㎡	北七家-北京市昌平区立汤路60号院(立汤路与定泗路交汇处东南角)	http://esf.fang.com/chushou/3_391844772.htm
"纳帕溪谷,三期新房+4间卧室+全明地下+南400平花园+随时"	纳帕溪谷	低层(共1层)	1350	375㎡	小汤山-温榆河小汤山镇常兴庄村	http://esf.fang.com/chushou/10_386410079.htm
东方普罗旺斯 俯瞰拉斐特湖景 2000平大花园 归属	东方普罗旺斯	低层(共3层)	4800	920㎡	北七家-北七家出口1000米定泗路88号	http://esf.fang.com/chushou/10_392156159.htm
东方普罗旺斯 668平 3000万 南花园800平	东方普罗旺斯	低层(共3层)	3000	668㎡	北七家-北七家出口1000米定泗路88号	http://esf.fang.com/chushou/10_392274925.htm
三期 2200㎡方正花园 正南北 院内 有凉亭水系	碧水庄园	低层(共1层)	4299	741㎡	沙河-沙河镇豆各庄村(京藏高速20号出口向前行驶50米即到)	http://esf.fang.com/chushou/10_383456902.htm
":照片无虚假,景观房,1700平纯南向花园,小房子,大花园"	碧水庄园	低层(共3层)	3499	359㎡	沙河-沙河镇豆各庄村(京藏高速20号出口向前行驶50米即到)	http://esf.fang.com/chushou/10_390950882.htm
"园区,不临路,全地上,无地下,2100平花园,26米面宽"	碧水庄园	低层(共1层)	4299	740㎡	沙河-沙河镇豆各庄村(京藏高速20号出口向前行驶50米即到)	http://esf.fang.com/chushou/10_391384391.htm
"大花园纯独栋,东南入户,3面临水,景观好,800平花园实测。"	东方普罗旺斯	低层(共1层)	3799	837㎡	北七家-北七家出口1000米定泗路88号	http://esf.fang.com/chushou/10_391750583.htm
"东方普罗旺斯三期大毛坯,花园约500平,下沉式庭院"	东方普罗旺斯	低层(共2层)	2399	531㎡	北七家-北七家出口1000米定泗路88号	http://esf.fang.com/chushou/10_391802056.htm
东方普罗旺斯独栋 635.49平米四居室 报价3500万	东方普罗旺斯	低层(共2层)	3249	635㎡	北七家-北七家出口1000米定泗路88号	http://esf.fang.com/chushou/10_392186490.htm
低于3000万的纯独栋+客厅8米大挑空+花园方正550平米	东方普罗旺斯	低层(共1层)	2399	547㎡	北七家-北七家出口1000米定泗路88号	http://esf.fang.com/chushou/10_392395233.htm
"东普少有户型,精装修保养好,私家电梯,前二后三临水系"	东方普罗旺斯	低层(共1层)	7999	1007㎡	北七家-北七家出口1000米定泗路88号	http://esf.fang.com/chushou/10_392400659.htm
东普总价超低大毛坯!客厅8.5米大挑空/邻河畔/花园方正550平米!	东方普罗旺斯	低层(共2层)	2399	547㎡	北七家-北七家出口1000米定泗路88号	http://esf.fang.com/chushou/10_391547069.htm
"东普户型共3户只此一套在售,临水系大独栋,全新精装带电梯"	东方普罗旺斯	低层(共3层)	7999	1007㎡	北七家-北七家出口1000米定泗路88号	http://esf.fang.com/chushou/10_391603609.htm
310万、310万抛售北街家园七区91平米南北两居室	北街家园七区	中层(共18层)	310	92㎡	沙河-沙河镇北街家园七区	http://esf.fang.com/chushou/3_383752159.htm
"金融街金色漫香苑 新 大三居,家具家电齐全,基础装修40万"	金色漫香苑	低层(共8层)	615	139㎡	北七家-昌平区北七家镇天权路2号院(天权路与东北路交汇处东南角)	http://esf.fang.com/chushou/3_391794491.htm
"高原值,金色漫香苑两居,精 装,1层,业主换房,产权清晰,急"	金色漫香苑	低层(共7层)	415	88㎡	北七家-昌平区北七家镇天权路2号院(天权路与东北路交汇处东南角)	http://esf.fang.com/chushou/3_391995923.htm
温哥华独栋 原始户型 精装修 围墙式花园 满五	温哥华森林	低层(共2层)	1700	436㎡	"北七家-北五环外紧邻立汤路,北七家建材城向北第一个路口200米路东"	http://esf.fang.com/chushou/10_392159430.htm
珠江摩尔国际 双层224平米 5.5挑高 临地铁站	回龙观史各庄	中层(共15层)	460	115㎡	回龙观-地铁生命科学园站北侧史各庄	http://esf.fang.com/chushou/3_389024638.htm
165万?没错就是165万!房东换房售北街家园八区35平米区开	北街家园八区	高层(共18层)	165	35㎡	沙河-沙河镇北街家园八区	http://esf.fang.com/chushou/3_383752155.htm
回龙观 龙跃苑三区 小区中间位置 大三居 霍营城铁	龙跃苑三区	高层(共6层)	500	146㎡	回龙观-文华东路32号	http://esf.fang.com/chushou/3_390118065.htm
万科天地+不需北京购房资质+买壹层得两层+不线购双地下交通	回龙观史各庄	中层(共18层)	170	60㎡	回龙观-地铁生命科学园站北侧史各庄	http://esf.fang.com/chushou/3_386055613.htm
"(幸福我家)天通苑北七家金色漫香苑 2室1厅1卫,电梯房,出行方"	金色漫香苑	高层(共8层)	428	85㎡	北七家-昌平区北七家镇天权路2号院(天权路与东北路交汇处东南角)	http://esf.fang.com/chushou/3_386203666.htm
天通苑东一区 2室1厅1卫	天通苑东一区	高层(共19层)	395	106㎡	天通苑-昌平区太平庄东一路16号(太平庄东路与太平庄中一街交汇处东南)	http://esf.fang.com/chushou/3_388574290.htm
幸福我家)温泉花园 满五年一套 中间楼层 价钱大谈 随时看	温泉花园	中层(共6层)	370	131㎡	北七家-北七家镇东沙各庄村	http://esf.fang.com/chushou/3_389742043.htm
天通苑东三区 2室1厅1卫	天通苑东三区	高层(共6层)	368	89㎡	天通苑-朝阳区汤立路立水桥北	http://esf.fang.com/chushou/3_389084711.htm
高教新城 79平精装 三居 全明格局 南北通透 税费低 小区环境好	北街家园一区	中层(共18层)	305	79㎡	沙河-北街家园一区	http://esf.fang.com/chushou/3_389647028.htm
昌平回龙观+精装修住宅+双地下交通+万科餐饮+未来科技城	朱辛庄新村	高层(共18层)	190	60㎡	回龙观-回龙观镇北清路北侧	http://esf.fang.com/chushou/3_386943069.htm
"东三区 一层满五年,南北通透厅南三居室,落地阳台加大花园。"	天通苑东三区	低层(共7层)	475	133㎡	天通苑-朝阳区汤立路立水桥北	http://esf.fang.com/chushou/3_387282830.htm
回龙观 商品房 南北通透 户型方正 装修豪 中高层采光好	首开智慧社	中层(共17层)	780	141㎡	回龙观-育知东路30号院	http://esf.fang.com/chushou/3_383658337.htm
立水桥 奥森公园北 溪城家园三居 南北通透 2010新房 诚心出售	溪城家园	中层(共15层)	440	88㎡	立水桥-陈家营西路1号院	http://esf.fang.com/chushou/3_387013930.htm
融泽嘉园 3室1厅1卫 108.46平米	融泽嘉园	低层(共36层)	510	108㎡	龙泽-西二旗北侧龙域中路金域华府北面	http://esf.fang.com/chushou/3_387129574.htm
东二双通透 精装大两居 板楼低楼层 采光好 无遮挡 落到飘窗	天通苑东二区	低层(共6层)	421	113㎡	天通苑-天通苑社区东南角部	http://esf.fang.com/chushou/3_389948116.htm
朱辛庄地、铁+精装修+买、一、层送、一层+不现购不现贷+周边配套	朱辛庄新村	中层(共18层)	160	60㎡	回龙观-回龙观镇北清路北侧	http://esf.fang.com/chushou/3_381435840.htm
天通苑西一区 南北电梯三居 新装修 楼层位置好	天通苑西一区	中层(共13层)	500	151㎡	天通苑-北京市昌平区立水桥西路	http://esf.fang.com/chushou/3_392052010.htm
"房本面积115平9层,房东换回轮观已经看好了,50万装修家具全送"	北街家园八区	中层(共16层)	480	115㎡	沙河-沙河镇北街家园八区	http://esf.fang.com/chushou/3_383752154.htm
招商嘉铭珑原南北四居室 1590万 带车位产权储物间 临奥森环境好	招商嘉铭珑原	中层(共14层)	1590	190㎡	"立水桥-奥林匹克公园北侧,清河路清河湾高尔夫球场东侧"	http://esf.fang.com/chushou/3_392402477.htm
"可改,实际面积比房本面积多出将近25平米 堪称89平米"	北街家园五区	高层(共17层)	320	89㎡	沙河-沙河高教园区一期B1区	http://esf.fang.com/chushou/3_383752152.htm
"一.口.价,精 装修,看房随时,一层,我是房源维护方"	金色漫香苑	低层(共8层)	435	98㎡	北七家-昌平区北七家镇天权路2号院(天权路与东北路交汇处东南角)	http://esf.fang.com/chushou/3_391204244.htm
"房东已经订房,精装修自己住,目前报价310万,面谈余地很大"	北街家园七区	中层(共18层)	310	89㎡	沙河-沙河镇北街家园七区	http://esf.fang.com/chushou/3_383752150.htm
"金色漫香苑:区心位置,精装四居室()花园电梯洋房"	金色漫香苑	低层(共9层)	770	189㎡	北七家-昌平区北七家镇天权路2号院(天权路与东北路交汇处东南角)	http://esf.fang.com/chushou/3_391061616.htm
(幸福我家)天通苑北七家北亚花园两居室未来科技城	北亚花园	中层(共6层)	255	81㎡	北七家-昌平区东北路与天权路交汇处西南角(亚运村以北12公里处)	http://esf.fang.com/chushou/3_392324412.htm
回龙观 龙跃苑三区 小区中间位置 大三居 霍营城铁	龙跃苑三区	高层(共6层)	500	146㎡	回龙观-文华东路32号	http://esf.fang.com/chushou/3_390118065.htm
165万?没错就是165万!房东换房售北街家园八区35平米区开	北街家园八区	高层(共18层)	165	35㎡	沙河-沙河镇北街家园八区	http://esf.fang.com/chushou/3_383752155.htm
"金融街金色漫香苑 新 大三居,家具家电齐全,基础装修40万"	金色漫香苑	低层(共8层)	615	139㎡	北七家-昌平区北七家镇天权路2号院(天权路与东北路交汇处东南角)	http://esf.fang.com/chushou/3_391794491.htm
"高原值,金色漫香苑两居,精 装,1层,业主换房,产权清晰,急"	金色漫香苑	低层(共7层)	415	88㎡	北七家-昌平区北七家镇天权路2号院(天权路与东北路交汇处东南角)	http://esf.fang.com/chushou/3_391995923.htm
温哥华独栋 原始户型 精装修 围墙式花园 满五	温哥华森林	低层(共2层)	1700	436㎡	"北七家-北五环外紧邻立汤路,北七家建材城向北第一个路口200米路东"	http://esf.fang.com/chushou/10_392159430.htm
珠江摩尔国际 双层224平米 5.5挑高 临地铁站	回龙观史各庄	中层(共15层)	460	115㎡	回龙观-地铁生命科学园站北侧史各庄	http://esf.fang.com/chushou/3_389024638.htm
高教新城 79平精装 三居 全明格局 南北通透 税费低 小区环境好	北街家园一区	中层(共18层)	305	79㎡	沙河-北街家园一区	http://esf.fang.com/chushou/3_389647028.htm
昌平回龙观+精装修住宅+双地下交通+万科餐饮+未来科技城	朱辛庄新村	高层(共18层)	190	60㎡	回龙观-回龙观镇北清路北侧	http://esf.fang.com/chushou/3_386943069.htm
"东三区 一层满五年,南北通透厅南三居室,落地阳台加大花园。"	天通苑东三区	低层(共7层)	475	133㎡	天通苑-朝阳区汤立路立水桥北	http://esf.fang.com/chushou/3_387282830.htm
天通苑东一区 2室1厅1卫	天通苑东一区	高层(共19层)	395	106㎡	天通苑-昌平区太平庄东一路16号(太平庄东路与太平庄中一街交汇处东南)	http://esf.fang.com/chushou/3_388574290.htm
幸福我家)温泉花园 满五年一套 中间楼层 价钱大谈 随时看	温泉花园	中层(共6层)	370	131㎡	北七家-北七家镇东沙各庄村	http://esf.fang.com/chushou/3_389742043.htm
天通苑东三区 2室1厅1卫	天通苑东三区	高层(共6层)	368	89㎡	天通苑-朝阳区汤立路立水桥北	http://esf.fang.com/chushou/3_389084711.htm
回龙观 商品房 南北通透 户型方正 装修豪 中高层采光好	首开智慧社	中层(共17层)	780	141㎡	回龙观-育知东路30号院	http://esf.fang.com/chushou/3_383658337.htm
万科天地+不需北京购房资质+买壹层得两层+不线购双地下交通	回龙观史各庄	中层(共18层)	170	60㎡	回龙观-地铁生命科学园站北侧史各庄	http://esf.fang.com/chushou/3_386055613.htm
"(幸福我家)天通苑北七家金色漫香苑 2室1厅1卫,电梯房,出行方"	金色漫香苑	高层(共8层)	428	85㎡	北七家-昌平区北七家镇天权路2号院(天权路与东北路交汇处东南角)	http://esf.fang.com/chushou/3_386203666.htm
立水桥 奥森公园北 溪城家园三居 南北通透 2010新房 诚心出售	溪城家园	中层(共15层)	440	88㎡	立水桥-陈家营西路1号院	http://esf.fang.com/chushou/3_387013930.htm
融泽嘉园 3室1厅1卫 108.46平米	融泽嘉园	低层(共36层)	510	108㎡	龙泽-西二旗北侧龙域中路金域华府北面	http://esf.fang.com/chushou/3_387129574.htm
